section_name,thread_title,post_ID,post_date,post_username,post_text,post_order,replier_post_ID,user_location,user_gender,user_occupation,user_messages_count,user_reaction_score,user_mygarage
Porsche,9ff BT-2 -Gulf Outfit,post-392571,"Jun 30, 2009",Leo89,"classic? boring?,NEVER!!",#7,post: 392356,NA,NA,NA,1,1,
Porsche,Porsche History w/ Photos - Impressive!!!,post-398426,"Jul 26, 2009",agp22,"Very nice post, but there seems to be no information on the 1982 homologation group B 930.,Any available?,Thanks,AGP22",#5,,NA,NA,NA,1,0,1986 Porsche 930
Porsche,Porsche Panamera configurator.,post-372709,"Mar 27, 2009",jangronf,"UK configurator is missing some Exclusive -options. If you want to tick every box, use german configurator",#2,post: 372700,NA,NA,NA,3,0,
Porsche,Porsche Panamera: an engineering marvel ?,post-377334,"Apr 15, 2009",W211 BEASTiality,"As cool as it might be, and as amazing as it might be. And as much as I love Porsche. IMO, it has the ugliest ass of any car.",#6,,"Los Angeles, California",NA,NA,22,7,"2006 E55,Chevy Tahoe"
Porsche,"Considering purchasing a used 1999 Boxster, have questions about life expectancy",post-377792,"Apr 17, 2009",valetguy,"Hey guys, I'm a 19 year old valet and I'm getting ready to purchase my next car. I'm interested in luxury cars in the 10k-15k range (used BMW 3s, C-class benzes) and discovered that Porsche Boxsters fit my price range but typically have about 70,000 miles on them and are from around 1998-2001. I've never driven a Boxster but I've driven Caymans and Carerras at my job and they are definitely a lot of fun. My main concern with purchasing an old Boxster is cost of maintenance and mileage. Is 70,000 miles a lot for these cars or do they typically go much farther past that? Will I find myself needing to replace parts frequently if I decided to make this purchase, and if so would it be a lot more expensive than parts for other luxury cars? Thanks.",#1,,NA,NA,NA,1,0,
Porsche,Sportec SP750 based on the Porsche 911 GT2,post-329480,"Sep 14, 2008",mnmatt1,I bet it comes with a really nice First Aid kit and chocolates!,#2,,"Delano, MN",NA,NA,9,2,"Lexus GX 470,Ordering 997 C4S - dream come true!"
Porsche,Preview: 2010 Porsche Cayenne SUV,post-321252,"Aug 5, 2008",rayaans,"the x5 isnt really what you call beautiful, i was thinking of maybe an RX. By the way does anyone know exactly how smaller the next generation porsche cayenne is going to be. Im thinking of buying it but if its too small i wont bother.",#10,post: 255692,NA,NA,NA,1,0,
Porsche,WoW! Porsche 911 Lawn Mower,post-322352,"Aug 11, 2008",notjustshrawan,"Here is a unusual lawn mower that Porsche, almost certainly doesn't have a place to display in its showroom, but it unquestionable would adore this creation which wears a Porsche Carrera theme-",#1,,NA,NA,NA,4,4,
Porsche,Sleepin's 914s Picture thread.,post-320716,"Aug 3, 2008",Sleepin,"Just a few pictures of our 914s. After all the new car pics in here I figure a couple shots of the classics wouldn't hurt.,...sorry if this in the wrong spot..Admin/Mod, please put in appropriate section if this is not....thanks!,[image no longer available],My Wife's 1973 2.0L,[image no longer available],A must stay at spot, La Posada Hotel in Winslow, Arizona:,[image no longer available],Route 66 NARP Ramble earlier this year:,[image no longer available],[image no longer available]",#1,,NA,NA,NA,6,0,
Porsche,Russian Porsche 911 Cabrio: Covered in pure gold,post-323044,"Aug 14, 2008",foo_c_m,"On this topic, I need confirmation on whether this is urban legend or truth.  I heard two chaps in a fine dining restaurant discussing the latest Maybach.  One of them commented that the most expensive - bar none - Maybach in the world is the Platinum edition - where the ENTIRE bodywork is casted out of platinum, for those billionaire who already have everything.  It is then supposedly sprayed to look like a 'normal' Maybach so as to be 'modest'.  I have never been able to confirm whether the Platinum edition Maybach exists or not, but its an intriguing thought:  the Maybach's bodyframe easily weighs - what? - 3 tons? 4 tons? Minus the engine, upholstery, electronics, plastics, insulation, carpet, teak-in-lays and other non-metallic what nots, it is still easily 2.5 tons at least.  At USD1800 per Oz (0.0283g), it should cost about USD50mil (just for the bare metal cost of the metalframe bodywork).",#9,,NA,NA,NA,9,4,
Porsche,[PS] New Porsche Turbo Cabrio,post-309173,"Jun 19, 2008",carmagic,"quinty,,could you p'shop the chrome wheels of the existing car to be become just the normal porsche silver?,i am thinking of making my turbo 997 wheels silver. wondering if it is the right direction to take. My car link is on,it is the very last car scrolled down.,thanking you in advance",#3,,NA,NA,NA,6,0,
Porsche,GoAuto: Porsche GT2 Review (on track),post-289187,"Mar 30, 2008",cc08gt2,It is a nice read. Us just now getting theirs.  Mine showed up last friday.  Unbelievable does not do it justice.,#2,,Texas,NA,NA,13,0,"2008 Porsche GT2,2008 Ford F250 Dsl,2008 Porsche Cayenne Turbo,2007 BMW M5,2007 Porsche 911 turbo"
Porsche,The New Cayenne GTS,post-272587,"Jan 29, 2008",Research4Porsche,,#1,,NA,NA,NA,1,2,
Porsche,Question about painted carrera s wheels,post-263478,"Dec 27, 2007",GCB,"Hello,,I ordered a '08 meteor gray / black int. full leather Boxster S with 19"" Carrera S wheels.,question is... i'm thinking about matching color wheels. Anyone out there have a picture of this color combo??? or know a website I might see one,(other than the porsche website),any opinions on this,Thanks",#1,,NA,NA,NA,7,0,
Porsche,AMS - 997 Carrera S Kit performance figures,post-222276,"Aug 26, 2007",sam_a156,"Hi,,(just joined the forum - my first post...),What is the source for this data - how reliable it is?,Thanks,,Sam",#8,,NA,NA,NA,8,1,
Porsche,16 white Porsche 997 GT3 Cup cars in Sweden,post-211155,"Jul 21, 2007",Tonnyg,"Do they run a Porsche cup in Sweden these days?,looked like most of the names on the drivers where swedish.,Tonny,100% Swede but in the US",#16,,Scottsdale Arizona,NA,Sales,6,1,
Porsche,"""Paintshields"" £1504.00 cancellation Invoice",post-218873,"Aug 16, 2007",yetie,"I have been sent an invoice after i cancelled a company called paintshield from placing plastic on my £104,412.42p Viper green GT3 RS - Someone PLEASE HELP...i'm so glad i havent let them touch the car...and will not be bullied into paying for something i dont have ...FULL STORY and copy of invoice to follow....",#1,,NA,NA,NA,1,0,
Porsche,Porsche 997 GT3 RSR : Porsche gone wild,post-194582,"Jun 7, 2007",RiX,O.. my god..,#3,,NA,NA,NA,22,10,
Porsche,Press Release - Porsche Cayenne (2007),post-122672,"Dec 4, 2006",biozzj,great vehicle,#15,,NA,NA,NA,2,0,
Porsche,Check out this color on the Cayman S,post-27078,"Dec 28, 2005",HSU,I like the color,#6,,NA,NA,NA,1,0,
Porsche,Porsche 997 Turbo @ 5th Gear,post-81711,"Jul 21, 2006",Taboada,"I´ve just found the video featuring the new 911 Turbo being testdriven by Jason Plato (5th Gear),.,I haven´t seen it yet (my computer is a bit slow,).,I remember the 996 TT testdrive by Tiff Needell,. Hope this one is as fun as the 996 testdrive.",#1,,NA,NA,NA,6,1,
Porsche,997 Door sills plates,post-90868,"Sep 5, 2006",dino,"Does anybody know how old plastic plates protecting the door sills (branded ""Carrera / S"") can be removed, as they appear to be glued very strongly?,I bought metal ones from Tequipment a few days ago and I would like to replace them myself. Many thanks in advance!",#1,,"Bucharest, ROMANIA",NA,GM,2,0,
Porsche,Driven: 2004 Boxster S Anniversary,post-183961,"May 7, 2007",Zuffi,"@ Martin: kudos to you - wonderful write-up,It's not only a very enjoyable read, it's also spot-on in describing the drive feel,I also agree with your Z 4 3.0 comparo - the Z4 is more following the idea of the original roadster concept while the Boxster is a genuine mid-engined sportscar,@ Donau: you're right with your statements Boxster vs. Cayman,The Cayman feels a tad more rigid compared to the Boxster, just like a Carrera Coupé feels somewhat stiffer compared to a Carrera Cab - otherwise it feels and behaves pretty much the same (no wonder, finally it's the same technical platform).,The mid-engined Porsche's handling is just telepathic,I tracked my baby (987 S) for the first time last weekend and it was not a problem to keep up with the Carreras (would be different on a high speed course though).,Martin, I'm looking forward to your 987 review,As you're a fan of the Cocoa (just like myself) I add a pic showing the interior of my pride & joy",#18,,Germany,NA,NA,14,34,
Porsche,Spy photos : Unidentified Porsche Cayenne Mule???,post-192570,"Jun 1, 2007",karlsonporschecgt,"I saw that it was the new lamborghini SUV in 2010,some where on the internet",#9,post: 192061,in the lambo factory,NA,loving lambos,1,0,
Porsche,Porsche Panamera thread (spy pics & info).,post-165921,"Mar 19, 2007",dino1970,"Sorry if a repost.,It's on the cover of Quattroruote magazine, March 07 issue, Romanian edition.,Few highlights: Engines V6, V8, also Carrera GT's V10 possible, dual-clutch AWD transmission designed by ZF for Porsche, adjustable height suspension both in front and rear & PASM, engine position behind front axle, distance between axles approx. 3m, overall length approx. 5m, all bodywork made by VW in Hannover plant, the rest is genuine Porsche.,Sounds good to me.",#292,,NA,NA,NA,1,0,
Porsche,Sand White or Basalt Black Metallic,post-209198,"Jul 17, 2007",choper,"Guys,,Help! i already placed my order of the new facelift cayenneS. But i still deciding of the colour of sand white or basalt black metallic! Do u guys mind give me some more idea of this? Also, the new facelift cayenne, the bottom part wif black brake cooling kits.,THX ALOT",#1,,NA,NA,NA,3,0,
Porsche,Help Please!!!!,post-222378,"Aug 27, 2007",damianw22,"I have a 1986 porsche 944 non-turbo. I have recently replaced the camshaft gasket. I put everything back together and and tried to start it. Nothing happened. The motor would spin but would not attempt to crank. It also backfired heavily from the tailpipe. Someone told me that it was out of time. So i put it in time and tried to crank it. The samething happened. I bought a new timing belt and replaced it, thinking that would fix the problem. Still the samething. I have pretty much gave up on it. Nobody i know can give me any answers. CAN SOMEONE PLEASE HELP ME!!!!!!!????????",#1,,NA,NA,NA,2,0,
Porsche,***Local Porsche Dealership***,post-226466,"Sep 6, 2007",caysman,"We have a neighbouring country called Malaysia, with beautiful roads and British Hill stations which we can climb up in the car.,We have a 6-lane `autobahn' in Malaysia, where we can travel at ANY speed we want, for US$15 `fine' each time you are caught. ANY speed, the entire way.,It is good to have a performance car.",#8,post: 226123,NA,NA,NA,1,1,
Porsche,Porsche Production Numbers?,post-232536,"Sep 20, 2007",andyeve,Does anyone have the production numbers for the 996/997? GT3 GT3RS Turbo TurboS GT2?,#1,,Rocklin Ca,NA,Porsche Sales,2,0,"987 Boxster S,2007 Mini Cooper S"
Porsche,My cayenne Steering wheel modification,post-239916,"Oct 10, 2007",robsondesign,"Hi all,,Recently done up my wheel!!,Sorry no pics installed yet!,[image no longer available],regards,Fleur",#1,,NA,NA,NA,3,3,
Porsche,Top speed,post-256076,"Dec 4, 2007",neodoc,"Hello, everyone:,This is the first time I have written in this section of the forum.  I have a friend who has bought a new 2008 (or maybe 07) Cayman S.  In his excitement while talking about his car, he said its top speed was 190 mph.  I kept quiet so as to not take the wind out of his sails, but I had read in Road & Track and on the Porsche website that the top speed without mods was 171 mph.  I don't plan to say anything, as it would be unkind, but I would like to know which number is correct.  Thank you for your kind attention.",#1,,South Florida,NA,Pediatrician,25,36,
Porsche,"Customer sues Porsche for the ""bad"" handling on his Carrera GT!",post-256652,"Dec 5, 2007",zenaudi,Settled out of court.,#7,,NA,NA,NA,1,0,
Porsche,Road & Track - 997 GT3 RS (10/07),post-261166,"Dec 17, 2007",Max Power,thanks for posting the link!,#2,,NA,NA,NA,4,3,
